category_id,thread_id,title,question,author,posted_at
3,1038,regarding slicing of arrays,"function frankenSplice(arr1, arr2, n) { let array = arr2(); array.splice(n, 0, ...arr1); return array;}this was my original solution to creating an algorithm that accepts two arrays, inserts the first into the second at an index n, and returns it, WITHOUT modifying the original array - all the tests passed except the condition to not modify arr2 function frankenSplice(arr1, arr2, n) { let array = arr2.slice(); array.splice(n, 0, ...arr1); return array;}splicing arr2 somehow fixed it, i don't understand how - please help!",abhaygatsaraswat,2023-02-21 20:43:57+00:00
3,1042,Weird scope error i guess,"9217f4e4274a45c8325d03c94a1c1a68.pngidk why my item variable is throwing an (('item' is declared but its value is never read.ts(6133))). even when my ""lista"" variable is in a global scope.",salamtuga yashariku,2023-02-21 20:10:57+00:00
3,1043,CDN link for Marked is not working?,https://github.com/VADDIJASWANT/FreeCodeCamp/tree/main/Markdown_Previewer can you please check this once I am getting errorjquery.min.js:2 Uncaught TypeError: marked is not a function    at HTMLDocument.<anonymous> (Script.js:6:19)    at e (jquery.min.js:2:30310)    at t (jquery.min.js:2:30612) if I use a version very old like 2.0.3 it is not making proper conversion,deathgamer...,2023-02-14 14:21:26+00:00
3,1047,Looking for a learning partner,"Hope you are doing well. My name is Jay and I've a son who is 11 years old and has been self learning C, C++, Python, HTML/CSS and JavaScript. He built a couple of websites and apps, he is looking for a learning partner to exchange knowledge, to push and motivate each other. Please lemme know if anybody is interested. Thanks,",Lokesh Jay,2023-01-28 12:38:12+00:00
3,1051,Understanding Case Sensitivity in Variables,i need help doing this one please,Duck1212,2023-02-17 01:03:30+00:00
3,1055,Where have I gone wrong,"function colorChanger(day, num){                if (statu[day][num - 1] === true) {                    document.getElementById(`subject_${num}`).className = 'red';                    statu[day][num - 1] = false;                } else {                    document.getElementById(`subject_${num}`).className = 'green';                    statu[day][num - 1] = true;                }            }        }        function onOff(num) {            switch (weekday) {                case 'Saturday':                case 'Sunday':                case 'Monday': colorChanger(0, num);                    break;                case 'Tuesday': colorChanger(1, num);                    break;                case 'Wednesday': colorChanger(2, num);                    break;                case 'Thursday': colorChanger(3, num);                    break;                case 'Friday': colorChanger(4, num);                    break;            }        }statu is an array with 5 arrays inside of it which all values are booleansweekday is automatically set to what day of the week your on(monday, wednesday etc.)the onOff function input comes from an html input buttonthe aim of this part of code is to set a text to either red/greenany help/advice will be greatly appreciated",B-Rat,2023-02-14 13:51:41+00:00
3,1056,Regarding carets in regular expressions,"let quoteSample = ""3 blind mice."";let myRegex = /[^aeiou^0-9]/gi; let result = quoteSample.match(myRegex);console.log(result);and let quoteSample = ""3 blind mice."";let myRegex = /[^aeiou0-9]/gi; // Change this linelet result = quoteSample.match(myRegex);console.log(result);return the same thing, what's the difference between the two?",abhaygatsaraswat,2023-02-15 08:36:18+00:00
3,1060,"web app is not running from mobile devices, can you help me fix that, thanks","i have recently finished working on a learning based project web app, which is running smoothly from web browsers (laptop or desktop) but whenever i am trying to run this from mobile devices, its facing some error. as i cant get to ""inspect"" this element from ""safari"" (no mac available) i cant able to see that, can you please help me by taking a snapshot of console with that ""error"" message so that i can try fixing that, thanks for looking into this, much appreciatedlive link:https://odbo-live.vercel.app/ (modifi)",ab,2023-02-13 16:36:32+00:00
3,1061,Error while importing switch,https://github.com/VADDIJASWANT/ReactJS/blob/main/allsamples/src/App.jsx I am getting error when import switch can anyone help me App.jsx:11 Uncaught SyntaxError: The requested module '/node_modules/.vite/deps/react-router-dom.js?v=f32d37d9' does not provide an export named 'Switch' (at App.jsx:11:10),deathgamer...,2023-02-12 03:41:39+00:00
3,1065,Express framework uninstall,I uninstalled express from a folder. As far as I can understand all the folder and files have not been deleted completely. What sense should I make out of it?,codacious,2023-02-08 10:37:43+00:00
4,267,Watch DSA videos while taking notes,Is it good while watching dsa course videos and take notes along side.I now every person learning style is different.But still should i practice code or take notes and then practice.programming-help,shanky,2023-11-28 16:27:09+00:00
3,1066,Issue with clearInterval despite identifying the right id.,"I am working on the 25+5 clock project and I use a setInterval within my code.However, the clearInterval doesn't stop it while pointing to the same id.Could you help me to understand what is the issue, please?const startStop = () => {        let countDownSession = null;        let seconds = sessionTime * 60;              if (playPause) {            const now = Date.now()            const targetTime = now + (seconds * 1000)            countDownSession = setInterval(() => {                console.log('setIntervalSession id:' + countDownSession)                const secondsDist = Math.round((targetTime - Date.now()) / 1000);                const remainderSec = secondsDist % 60;                setSecondsLeft(remainderSec)                let minDist = (secondsDist / 60).toString()                setMinutesLeft(minDist.slice(0, 2))                if (minDist < 10) {                    setMinutesLeft('0' + minDist.slice(0, 1))                }                if (remainderSec < 10) {                    setSecondsLeft('0' + remainderSec)                }                if (secondsDist == 0) {                    clearInterval(countDownSession);                    changePhase();                }            })            setPlayPauseIcon(<i className=""fa-sharp fa-solid fa-circle-pause""></i>)        }        else {            clearInterval(countDownSession)            setMinutesLeft(minutesLeft)            setSecondsLeft(secondsLeft)            setPlayPauseIcon(<i className=""fa-solid fa-play""></i>)        }        setPlayPause(!playPause)        console.log(playPause)    }The full project's code is here: https://codepen.io/reggr0y/pen/zYLaeMZBonus point if you can help me understanding why reset doesn't change the values of the state.Thanks in advance for your precious help!",gregWDumont,2023-02-03 08:50:36+00:00
